Birth Rate,Business Tax Rate,CO2 Emissions,Birth Rate Classificaton,Above Health Exp Threshold?,GDP per Capita,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.021,0.493,49541,1.5-3%,Below Threshold,2906.598136,Morocco,12,,15054,90908402631,0.057,165,358,0.03,0.413,,72,68,0.809,1,0.285,0.665,0.05,31276564,0.572,Africa,7980000000,1713000000,1/12/2009
0.041,0.375,2574,Above 3%,Below Threshold,414.110156,Mozambique,26,,9554,9674037707,0.06,25,230,0.074,0.027,0.157,50,48,0.256,1,0.453,0.515,0.032,23361025,0.307,Africa,217000000,247000000,1/12/2009
0.027,0.223,3183,1.5-3%,Below Threshold,4070.032745,Namibia,66,,1497,8724107049,0.079,326,339,0.039,0.065,0.111,64,59,0.761,1,0.382,0.584,0.034,2143498,0.406,Africa,511000000,120000000,1/12/2009
0.05,0.465,1085,Above 3%,Below Threshold,352.6851141,Niger,17,,,5397121962,0.077,27,270,0.069,0.008,,57,56,0.17,1,0.497,0.477,0.026,15302948,0.174,Africa,69000000,84000000,1/12/2009
0.042,0.322,71719,Above 3%,Below Threshold,1090.744545,Nigeria,25,,109255,1.69481E+11,0.068,74,938,0.085,0.2,0.184,51,51,0.48,1,0.439,0.534,0.027,155381020,0.426,Africa,791000000,6236000000,1/12/2009
0.037,0.31,576,Above 3%,Below Threshold,494.6678067,Rwanda,3,,,5208687775,0.1,50,160,0.047,0.077,0.161,63,60,0.231,1,0.448,0.529,0.023,10529668,0.23,Africa,223000000,148000000,1/12/2009
0.037,0.472,92,Above 3%,Below Threshold,1134.113594,Sao Tome and Principe,144,,,196473839,0.075,94,424,0.041,0.164,0.311,68,64,0.467,1,0.416,0.547,0.037,173240,0.612,Africa,8300000,400000,1/12/2009
0.039,0.455,5849,Above 3%,Below Threshold,1017.968601,Senegal,9,,3270,12812994670,0.048,49,666,0.049,0.145,,64,61,0.548,1,0.437,0.532,0.031,12586827,0.42,Africa,474000000,258000000,1/12/2009
0.018,0.441,755,1.5-3%,Below Threshold,9707.265367,Seychelles,39,,,847424852,0.027,250,76,0.012,,0.153,78,68,1.222,1,0.225,0.699,0.076,87298,0.52,Africa,27000000,5000000,1/12/2009
0.039,2.352,653,Above 3%,Above Threshold,435.0103927,Sierra Leone,12,,,2453972797,0.169,74,357,0.117,0.003,0.222,45,44,0.206,1,0.423,0.551,0.025,5641182,0.379,Africa,25000000,22000000,1/12/2009
0.046,,594,Above 3%,Below Threshold,,Somalia,,,,,,,,0.1,0.012,,55,52,0.068,1,0.478,0.494,0.028,9380854,0.368,Africa,,,1/12/2009
0.022,0.298,503941,1.5-3%,Below Threshold,5658.423882,South Africa,22,,142761,2.84183E+11,0.087,484,200,0.04,0.1,0.117,55,52,0.912,1,0.299,0.651,0.051,50222996,0.617,Africa,8684000000,6420000000,1/12/2009
0.038,,,Above 3%,Below Threshold,1396.868625,South Sudan,,,,13298986925,0.024,30,,0.073,,,54,52,,1,0.431,0.535,0.034,9520571,0.177,Africa,,,1/12/2009
0.035,0.361,14056,Above 3%,Below Threshold,1516.073821,Sudan,36,,16297,52839990731,0.074,112,180,0.056,,,63,60,0.361,1,0.423,0.546,0.031,34853178,0.33,Africa,299000000,868000000,1/12/2009
0.031,0.363,1023,Above 3%,Below Threshold,2679.338583,Swaziland,60,,,3144680749,0.084,227,104,0.068,0.089,0.114,48,48,0.566,1,0.393,0.574,0.033,1173678,0.216,Africa,40000000,98000000,1/12/2009
0.041,0.444,6447,Above 3%,Below Threshold,489.6491025,Tanzania,26,,19345,21368165400,0.056,28,172,0.044,0.024,0.15,59,57,0.4,1,0.448,0.521,0.031,43639752,0.274,Africa,1192000000,806000000,1/12/2009
0.038,0.525,1503,Above 3%,Below Threshold,514.7730045,Togo,84,,2628,3163000591,0.072,37,270,0.062,0.026,,56,54,0.356,1,0.422,0.551,0.027,6144457,0.371,Africa,73000000,94000000,1/12/2009
0.018,0.623,24807,1.5-3%,Below Threshold,4162.509669,Tunisia,11,,9193,43454935940,0.062,259,228,0.016,0.341,,77,73,0.932,1,0.238,0.693,0.069,10439600,0.658,Africa,3526000000,478000000,1/12/2009
0.045,0.35,3366,Above 3%,Below Threshold,451.0815515,Uganda,25,,,14824492062,0.093,42,161,0.054,0.098,0.21,57,56,0.286,1,0.49,0.486,0.025,32864328,0.142,Africa,683000000,351000000,1/12/2009
0.043,0.15,2156,Above 3%,Below Threshold,998.4404343,Zambia,18,,7842,12805029522,0.064,64,183,0.065,0.063,0.221,54,52,0.344,1,0.47,0.504,0.027,12825031,0.383,Africa,98000000,83000000,1/12/2009
0.032,0.382,8735,Above 3%,Below Threshold,632.8752671,Zimbabwe,97,,8747,8157077422,,,270,0.059,0.114,,51,51,0.31,1,0.415,0.546,0.04,12888918,0.334,Africa,523000000,,1/12/2009
0.039,0.363,6524,Above 3%,Below Threshold,450.6592391,Afghanistan,7,,,12486950469,0.087,35,275,0.077,0.036,0.15,60,58,0.379,1,0.49,0.489,0.021,27708187,0.243,Asia,96000000,61000000,1/12/2009
0.014,0.386,4353,Below 1.5%,Below Threshold,2913.574143,Armenia,14,,2610,8647936748,0.045,132,581,0.017,0.153,0.188,78,71,0.738,1,0.206,0.686,0.108,2968154,0.638,Asia,374000000,379000000,1/12/2009
0.017,0.409,42629,1.5-3%,Below Threshold,4950.294791,Azerbaijan,10,,11937,44291490421,0.059,288,376,0.035,0.274,0.2,73,67,0.863,1,0.231,0.708,0.061,8947243,0.532,Asia,545000000,488000000,1/12/2009
0.021,0.35,52328,1.5-3%,Below Threshold,597.6909532,Bangladesh,43,,29131,89356650349,0.037,22,302,0.041,0.031,0.146,70,68,0.344,1,0.322,0.632,0.046,149503100,0.297,Asia,77000000,651000000,1/12/2009
0.021,0.408,389,1.5-3%,Below Threshold,1795.14947,Bhutan,46,,,1264758198,0.046,82,274,0.036,0.072,0.138,67,66,0.481,1,0.305,0.651,0.044,704542,0.34,Asia,51000000,34000000,1/12/2009
0.017,0.303,9094,1.5-3%,Below Threshold,27211.88206,Brunei Darussalam,116,,3043,10732366286,0.028,766,144,0.008,0.49,0.055,80,76,1.047,1,0.271,0.694,0.035,394400,0.751,Asia,254000000,477000000,1/12/2009
0.026,0.217,4052,1.5-3%,Below Threshold,735.4192635,Cambodia,102,,4907,10401935532,0.063,46,173,0.039,0.005,,73,68,0.443,1,0.324,0.627,0.049,14144225,0.197,Asia,1208000000,163000000,1/12/2009
0.012,0.638,7692211,Below 1.5%,Below Threshold,3748.50142,China,38,,2286137,4.99023E+12,0.051,189,464,0.015,0.289,0.053,76,73,0.553,1,0.184,0.734,0.082,1331260000,0.479,Asia,42632000000,47108000000,1/12/2009
0.014,0.153,6058,Below 1.5%,Below Threshold,2440.961318,Georgia,3,,3096,10766836277,0.102,249,387,0.016,0.201,0.179,77,70,0.645,1,0.173,0.684,0.143,4410900,0.527,Asia,537000000,311000000,1/12/2009
0.012,0.23,36996,Below 1.5%,Below Threshold,30697.28086,"Hong Kong SAR, China",6,,14933,2.14046E+11,,,80,,0.694,0.05,86,80,1.798,1,0.124,0.749,0.127,6972800,1,Asia,20291000000,15669000000,1/12/2009
0.022,0.66,1982263,1.5-3%,Below Threshold,1147.23664,India,30,,698360,1.36537E+12,0.039,44,271,0.048,0.051,0.122,67,64,0.441,1,0.306,0.644,0.05,1190138069,0.306,Asia,11136000000,9310000000,1/12/2009
0.02,0.378,453106,1.5-3%,Below Threshold,2272.041168,Indonesia,63,,199782,5.3958E+11,0.028,64,266,0.029,0.069,0.145,72,68,0.689,1,0.3,0.651,0.05,237486894,0.491,Asia,6053000000,6908000000,1/12/2009
0.009,0.553,1100650,Below 1.5%,Below Threshold,39473.35062,Japan,22,,472174,5.03514E+12,0.095,3746,355,0.002,0.78,0.017,86,80,0.913,1,0.134,0.643,0.223,127557958,0.897,Asia,12537000000,34788000000,1/12/2009
0.022,0.347,214087,1.5-3%,Below Threshold,7165.298106,Kazakhstan,20,,63417,1.15309E+11,0.045,328,271,0.021,0.182,,74,64,1.084,1,0.247,0.685,0.068,16092701,0.539,Asia,1185000000,1319000000,1/12/2009
0.014,,74686,Below 1.5%,Below Threshold,,"Korea, Dem. Rep.",,,19358,,,,,0.025,,,72,65,0.003,1,0.231,0.684,0.085,24371865,0.601,Asia,,,1/12/2009
0.009,0.31,509376,Below 1.5%,Below Threshold,18338.70731,"Korea, Rep.",14,,229178,9.01935E+11,0.071,1204,250,0.004,0.816,0.056,84,77,0.995,1,0.168,0.725,0.107,49182038,0.818,Asia,13304000000,16360000000,1/12/2009
0.025,0.594,6480,1.5-3%,Below Threshold,871.2243893,Kyrgyz Republic,11,,2484,4690062255,0.068,61,202,0.029,0.17,0.23,73,65,0.852,1,0.301,0.653,0.046,5383300,0.353,Asia,506000000,393000000,1/12/2009
0.029,0.323,1811,1.5-3%,Below Threshold,930.5859446,Lao PDR,93,,,5832882922,0.036,34,362,0.061,0.06,0.248,68,65,0.516,1,0.374,0.588,0.037,6267968,0.32,Asia,271000000,91000000,1/12/2009
0.009,,1302,Below 1.5%,Below Threshold,40859.98718,"Macao SAR, China",,,,21313263933,,,,,0.54,0.053,82,77,1.989,1,0.133,0.796,0.071,521617,1,Asia,18445000000,983000000,1/12/2009
0.018,0.342,203882,1.5-3%,Below Threshold,7277.748903,Malaysia,18,,69858,2.02251E+11,0.039,285,145,0.007,0.559,0.051,77,72,1.085,1,0.282,0.671,0.047,27790324,0.701,Asia,17231000000,7196000000,1/12/2009
0.022,0.093,1067,1.5-3%,Below Threshold,6208.595511,Maldives,9,,,1984639641,0.076,475,,0.012,0.248,0.13,77,75,1.432,1,0.306,0.644,0.05,319660,0.388,Asia,1473000000,212000000,1/12/2009
0.023,0.243,11052,1.5-3%,Below Threshold,1715.363735,Mongolia,13,,3252,4583834427,0.064,111,192,0.03,0.1,0.217,71,63,0.842,1,0.271,0.691,0.038,2672223,0.666,Asia,253000000,242000000,1/12/2009
0.018,,10392,1.5-3%,Below Threshold,,Myanmar,,,14246,,0.021,13,,0.045,0.002,0.17,66,62,0.01,1,0.265,0.685,0.051,51540490,0.309,Asia,75000000,52000000,1/12/2009
0.024,0.325,3506,1.5-3%,Below Threshold,485.9551548,Nepal,31,,9986,12899651884,0.06,29,338,0.038,0.02,0.08,68,66,0.211,1,0.377,0.574,0.048,26544943,0.165,Asia,439000000,572000000,1/12/2009
0.027,0.309,157890,1.5-3%,Below Threshold,986.9542781,Pakistan,21,,83197,1.67875E+11,0.03,28,560,0.075,0.075,0.145,67,65,0.555,1,0.36,0.597,0.043,170093999,0.362,Asia,950000000,1098000000,1/12/2009
0.025,0.471,74785,1.5-3%,Below Threshold,1831.979488,Philippines,42,,38102,1.68334E+11,0.043,78,195,0.026,0.09,0.086,72,65,0.823,1,0.357,0.607,0.037,91886400,0.455,Asia,2853000000,3251000000,1/12/2009
0.01,0.278,24767,Below 1.5%,Below Threshold,38576.87064,Singapore,3,,28262,1.92406E+11,0.045,1704,84,0.002,0.69,0.054,84,79,1.387,1,0.177,0.735,0.088,4987600,1,Asia,9403000000,15685000000,1/12/2009
0.019,0.617,12831,1.5-3%,Below Threshold,2057.113672,Sri Lanka,40,,9082,42067974595,0.033,68,256,0.01,0.088,0.157,77,71,0.791,1,0.251,0.673,0.076,20450000,0.183,Asia,754000000,735000000,1/12/2009
0.032,0.838,2893,Above 3%,Below Threshold,668.620546,Tajikistan,38,,2333,4979481980,0.059,40,224,0.046,0.101,0.226,70,64,0.658,1,0.362,0.604,0.034,7447396,0.265,Asia,19500000,5800000,1/12/2009
0.011,0.369,276587,Below 1.5%,Below Threshold,3978.901686,Thailand,32,,107300,2.63711E+11,0.041,164,264,0.013,0.201,0.06,77,70,0.995,1,0.199,0.715,0.086,66277335,0.427,Asia,19814000000,5749000000,1/12/2009
0.037,0.11,183,Above 3%,Below Threshold,787.9667085,Timor-Leste,157,,,826700000,0.068,50,276,0.054,0.002,0.112,67,64,0.33,1,0.476,0.494,0.03,1049156,0.289,Asia,16000000,69000000,1/12/2009
0.022,,48525,1.5-3%,Below Threshold,4059.95988,Turkmenistan,,,19873,20214385965,0.021,86,,0.052,0.02,,69,61,0.428,1,0.297,0.661,0.042,4978962,0.481,Asia,,,1/12/2009
0.023,0.948,116607,1.5-3%,Below Threshold,1181.84736,Uzbekistan,15,,44831,32816828373,0.054,64,205,0.041,0.171,,71,65,0.599,1,0.303,0.652,0.045,27767400,0.362,Asia,99000000,,1/12/2009
0.017,0.399,140057,1.5-3%,Below Threshold,1232.37431,Vietnam,39,,53450,1.06015E+11,0.065,72,1050,0.021,0.266,0.101,80,71,1.114,1,0.24,0.694,0.065,86025000,0.298,Asia,3050000000,1100000000,1/12/2009
0.013,0.37,3880,Below 1.5%,Below Threshold,4175.779349,Albania,6,,2068,12044212904,0.06,230,368,0.015,0.412,0.127,80,74,0.782,1,0.236,0.666,0.098,2884303,0.511,Europe,2014000000,1693000000,1/12/2009
0.01,,517,Below 1.5%,Below Threshold,,Andorra,,,,,0.062,2762,,0.003,0.785,,,,0.821,1,,,,78659,0.884,Europe,,,1/12/2009
0.009,0.534,62262,Below 1.5%,Below Threshold,45872.25166,Austria,25,,31963,3.83734E+11,0.112,5125,170,0.004,0.735,,83,77,1.366,1,0.15,0.675,0.175,8365275,0.658,Europe,21220000000,12767000000,1/12/2009
0.011,0.997,60293,Below 1.5%,Below Threshold,5176.044701,Belarus,10,,26737,49208656976,0.061,314,900,0.005,0.274,0.117,76,65,1.017,1,0.148,0.711,0.141,9507000,0.742,Europe,563000000,752000000,1/12/2009
0.012,0.545,104194,Below 1.5%,Below Threshold,43834.0487,Belgium,4,,57096,4.73254E+11,0.106,4664,156,0.004,0.7,0.095,83,77,1.084,1,0.168,0.661,0.171,10796493,0.976,Europe,11500000000,22292000000,1/12/2009
0.009,0.259,30590,Below 1.5%,Below Threshold,4433.146179,Bosnia and Herzegovina,69,,6161,17082889410,0.099,440,422,0.007,0.377,0.079,78,73,0.845,1,0.178,0.674,0.148,3853446,0.392,Europe,753000000,285000000,1/12/2009
0.011,0.304,42805,Below 1.5%,Below Threshold,6524.156879,Bulgaria,18,,17512,48568714012,0.072,463,616,0.012,0.45,0.113,77,70,1.404,1,0.133,0.686,0.181,7444443,0.72,Europe,4273000000,1955000000,1/12/2009
0.01,0.214,21555,Below 1.5%,Below Threshold,14044.14626,Croatia,22,,8722,62202619240,0.078,1095,196,0.005,0.506,0.116,80,73,1.075,1,0.154,0.672,0.174,4429078,0.573,Europe,9308000000,1041000000,1/12/2009
0.012,0.206,8141,Below 1.5%,Below Threshold,21587.8098,Cyprus,8,,2525,23542650736,0.074,2115,149,0.003,0.498,,81,77,0.896,1,0.181,0.705,0.114,1090553,0.677,Europe,2474000000,1638000000,1/12/2009
0.011,0.464,108121,Below 1.5%,Below Threshold,18880.5255,Czech Republic,20,,42044,1.97187E+11,0.08,1498,613,0.004,0.644,0.06,80,74,1.246,1,0.142,0.708,0.15,10443936,0.733,Europe,7936000000,4158000000,1/12/2009
0.011,0.282,44503,Below 1.5%,Below Threshold,56226.62656,Denmark,6,,18358,3.10545E+11,0.115,6464,135,0.004,0.868,,81,77,1.237,1,0.181,0.656,0.163,5523095,0.867,Europe,5617000000,8968000000,1/12/2009
0.012,0.481,14745,Below 1.5%,Below Threshold,14542.07485,Estonia,7,,4749,19406617022,0.068,968,81,0.004,0.725,0.094,80,70,1.205,1,0.153,0.674,0.174,1334515,0.682,Europe,1445000000,696000000,1/12/2009
,,667,Above 3%,Below Threshold,44317.30589,Faeroe Islands,,,,2198138372,,,,,0.752,,84,78,1.149,1,,,,49600,0.407,Europe,,,1/12/2009
0.011,0.477,53168,Below 1.5%,Below Threshold,44837.7569,Finland,14,,33259,2.39383E+11,0.092,4121,243,0.003,0.825,,83,77,1.441,1,0.166,0.666,0.167,5338871,0.834,Europe,4104000000,5226000000,1/12/2009
0.013,0.648,356924,Below 1.5%,Below Threshold,40487.97117,France,7,,253469,2.61969E+12,0.117,4776,132,0.004,0.716,,85,78,0.921,1,0.184,0.65,0.166,64702921,0.781,Europe,58857000000,45806000000,1/12/2009
0.008,0.439,732249,Below 1.5%,Below Threshold,40270.17212,Germany,18,,313249,3.29822E+12,0.118,4727,196,0.004,0.79,,83,77,1.262,1,0.136,0.659,0.206,81902307,0.741,Europe,47466000000,93112000000,1/12/2009
0.011,0.467,94902,Below 1.5%,Below Threshold,28695.23205,Greece,19,,29436,3.21016E+11,0.1,2861,224,0.004,0.424,,83,78,1.198,1,0.145,0.667,0.189,11187085,0.759,Europe,14796000000,3401000000,1/12/2009
0.01,0.566,48676,Below 1.5%,Below Threshold,12634.58267,Hungary,4,,24859,1.26632E+11,0.077,977,330,0.006,0.62,0.11,78,70,1.176,1,0.147,0.687,0.165,10022650,0.684,Europe,6740000000,3233000000,1/12/2009
0.016,0.243,2054,1.5-3%,Below Threshold,38039.18228,Iceland,5,,5384,12115441517,0.097,3696,140,0.002,0.93,0.19,84,80,1.083,1,0.211,0.669,0.12,318499,0.935,Europe,550000000,534000000,1/12/2009
0.017,0.255,40623,1.5-3%,Below Threshold,49707.6868,Ireland,13,,14364,2.25443E+11,0.1,5040,76,0.004,0.674,,83,78,1.067,1,0.212,0.676,0.112,4535375,0.616,Europe,8458000000,7934000000,1/12/2009
,,,Above 3%,Below Threshold,,Isle of Man,,,,,,,,,,,,,,1,,,,83293,0.52,Europe,,,1/12/2009
0.01,0.677,401592,Below 1.5%,Below Threshold,35724.45995,Italy,10,,164858,2.11115E+12,0.094,3306,314,0.004,0.488,0.048,85,79,1.495,1,0.14,0.658,0.201,59095365,0.682,Europe,41938000000,34399000000,1/12/2009
0.019,0.283,,1.5-3%,Below Threshold,3190.835011,Kosovo,52,,2435,5620572910,,,163,,,0.141,72,68,,1,,,,1761474,,Europe,,,1/12/2009
0.01,0.377,6824,Below 1.5%,Below Threshold,12082.06368,Latvia,16,,4403,25875781250,0.068,784,279,0.009,0.668,0.162,78,68,1.091,1,0.141,0.677,0.182,2141669,0.678,Europe,1013000000,906000000,1/12/2009
0.011,,,Below 1.5%,Below Threshold,134617.3796,Liechtenstein,,,,4826167676,,,,,0.75,,84,80,0.976,1,,,,35851,0.145,Europe,,,1/12/2009
0.012,0.436,12578,Below 1.5%,Below Threshold,11713.9,Lithuania,26,,8766,37050081723,0.075,836,166,0.006,0.598,0.084,79,68,1.599,1,0.154,0.692,0.155,3162916,0.668,Europe,1063000000,1170000000,1/12/2009
0.011,0.2,10249,Below 1.5%,Below Threshold,99281.71869,Luxembourg,24,,3956,49420751774,0.08,8127,59,0.002,0.873,,83,78,1.445,1,0.178,0.682,0.14,497783,0.882,Europe,4148000000,3612000000,1/12/2009
0.011,0.146,11408,Below 1.5%,Below Threshold,4433.857082,"Macedonia, FYR",4,,2811,9313573965,0.069,306,150,0.01,0.518,0.101,77,72,0.925,1,0.178,0.707,0.115,2100558,0.57,Europe,232000000,150000000,1/12/2009
0.01,,2497,Below 1.5%,Below Threshold,19636.00628,Malta,,,777,8099400961,0.083,1669,,0.006,0.589,0.045,83,78,0.998,1,0.159,0.699,0.141,412477,0.945,Europe,1117000000,362000000,1/12/2009
0.012,0.31,4547,Below 1.5%,Below Threshold,1525.526119,Moldova,10,,3171,5439422031,0.125,190,228,0.016,0.275,0.205,72,65,0.593,1,0.169,0.719,0.112,3565604,0.449,Europe,240000000,307000000,1/12/2009
,,,Above 3%,Below Threshold,153042.3496,Monaco,,,,5557579883,0.043,6458,,0.003,0.701,,,,0.633,1,,,,36314,1,Europe,,,1/12/2009
0.012,0.263,1822,Below 1.5%,Below Threshold,6713.079305,Montenegro,12,,994,4158135026,0.063,424,372,0.007,0.351,0.094,77,72,2.089,1,0.196,0.679,0.125,619408,0.629,Europe,792000000,76000000,1/12/2009
0.011,0.385,169650,Below 1.5%,Below Threshold,48173.88436,Netherlands,8,,78175,7.96333E+11,0.119,5740,164,0.004,0.896,0.02,83,79,1.217,1,0.177,0.673,0.15,16530388,0.862,Europe,17868000000,21080000000,1/12/2009
0.013,0.407,47077,Below 1.5%,Below Threshold,78457.34051,Norway,7,,29775,3.78849E+11,0.101,7944,87,0.003,0.921,0.043,83,79,1.107,1,0.189,0.662,0.149,4828726,0.788,Europe,4949000000,13221000000,1/12/2009
0.011,0.422,298787,Below 1.5%,Below Threshold,11294.85962,Poland,32,,94002,4.30917E+11,0.072,813,395,0.005,0.59,,80,72,1.173,1,0.152,0.715,0.134,38151603,0.61,Europe,9843000000,7888000000,1/12/2009
0.009,0.423,57411,Below 1.5%,Below Threshold,22153.05906,Portugal,5,,24152,2.34119E+11,0.108,2382,328,0.003,0.483,,82,76,1.115,1,0.153,0.669,0.178,10568247,0.6,Europe,12315000000,4604000000,1/12/2009
0.011,0.451,80307,Below 1.5%,Below Threshold,8068.9385,Romania,9,,34882,1.64344E+11,0.056,431,202,0.013,0.366,0.173,77,70,1.145,1,0.15,0.702,0.148,20367487,0.537,Europe,1687000000,1769000000,1/12/2009
0.012,0.483,1574368,Below 1.5%,Below Threshold,8615.647336,Russian Federation,29,,646915,1.22264E+12,0.062,525,320,0.011,0.29,0.153,75,63,1.601,1,0.148,0.72,0.133,141909244,0.736,Europe,12369000000,23785000000,1/12/2009
0.011,,,Below 1.5%,Below Threshold,,San Marino,,,,,0.051,3548,,0.003,0.542,0.057,86,80,0.976,1,,,,30698,0.941,Europe,,,1/12/2009
0.01,0.34,46127,Below 1.5%,Below Threshold,5497.955687,Serbia,13,,15177,40249472482,0.105,577,279,0.007,0.381,0.118,76,71,1.244,1,0.171,0.692,0.137,7320807,0.552,Europe,989000000,1107000000,1/12/2009
0.011,0.475,33890,Below 1.5%,Below Threshold,16196.28137,Slovak Republic,18,,16735,87239747152,0.092,1475,257,0.007,0.7,,79,71,1.013,1,0.153,0.726,0.121,5386406,0.55,Europe,2539000000,2249000000,1/12/2009
0.011,0.367,15310,Below 1.5%,Below Threshold,24125.66711,Slovenia,6,,7097,49208375314,0.092,2235,260,0.003,0.64,0.059,82,76,1.027,1,0.14,0.696,0.165,2039669,0.501,Europe,2735000000,1456000000,1/12/2009
0.011,0.571,288237,Below 1.5%,Below Threshold,31368.58473,Spain,47,,127732,1.45434E+12,0.096,3058,213,0.004,0.624,,85,79,1.116,1,0.148,0.682,0.17,46362946,0.782,Europe,59743000000,22787000000,1/12/2009
0.012,0.539,43744,Below 1.5%,Below Threshold,43639.5489,Sweden,16,,45407,4.05783E+11,0.099,4357,122,0.003,0.91,,83,79,1.121,1,0.166,0.655,0.179,9298515,0.849,Europe,10100000000,12791000000,1/12/2009
0.01,0.287,41598,Below 1.5%,Below Threshold,65789.91716,Switzerland,18,,26968,5.09466E+11,0.11,7277,63,0.004,0.813,0.028,84,80,1.204,1,0.152,0.681,0.167,7743831,0.736,Europe,16665000000,13058000000,1/12/2009
0.018,0.433,277845,1.5-3%,Below Threshold,8626.399263,Turkey,6,,97661,6.14554E+11,0.067,580,223,0.021,0.364,,77,70,0.881,1,0.271,0.66,0.069,71241080,0.701,Europe,26331000000,5061000000,1/12/2009
0.011,0.572,261813,Below 1.5%,Below Threshold,2545.48534,Ukraine,27,,114420,1.17228E+11,0.078,198,736,0.011,0.179,0.209,75,64,1.188,1,0.139,0.702,0.159,46053300,0.685,Europe,4349000000,3751000000,1/12/2009
0.013,0.349,475108,Below 1.5%,Below Threshold,35454.91726,United Kingdom,12,,196485,2.208E+12,0.099,3512,110,0.005,0.836,0.006,82,78,1.24,1,0.176,0.66,0.164,62276270,0.81,Europe,38564000000,61133000000,1/12/2009
0.017,0.135,24169,1.5-3%,Below Threshold,19251.12373,Bahrain,9,,9340,22938464723,0.045,729,36,0.007,0.53,0.079,77,75,1.177,1,0.205,0.775,0.02,1191539,0.885,Middle East,1873000000,597000000,1/12/2009
0.019,0.442,577483,1.5-3%,Below Threshold,4931.281384,"Iran, Islamic Rep.",9,,213423,3.62661E+11,0.072,357,344,0.017,0.111,0.12,75,71,0.715,1,0.237,0.712,0.051,73542954,0.7,Middle East,2259000000,8503000000,1/12/2009
0.033,0.278,106651,Above 3%,Below Threshold,3701.861994,Iraq,32,,32846,1.1166E+11,0.046,143,312,0.031,0.011,0.156,72,65,0.667,1,0.415,0.551,0.034,30163199,0.69,Middle East,1432000000,1221000000,1/12/2009
0.022,0.319,67029,1.5-3%,Below Threshold,27491.45025,Israel,20,,21463,2.0579E+11,0.076,1973,230,0.004,0.631,0.042,83,80,1.24,1,0.272,0.624,0.104,7485600,0.918,Middle East,5067000000,4241000000,1/12/2009
0.029,0.311,21254,1.5-3%,Below Threshold,4026.766343,Jordan,12,,7458,23818322918,0.095,368,136,0.018,0.26,0.092,75,72,0.973,1,0.356,0.61,0.034,5915000,0.822,Middle East,3472000000,1202000000,1/12/2009
0.021,0.107,81869,1.5-3%,Below Threshold,37160.42443,Kuwait,35,,30815,1.05911E+11,0.039,1463,98,0.01,0.508,0.062,75,73,0.919,1,0.253,0.724,0.023,2850102,0.982,Middle East,660000000,6799000000,1/12/2009
0.013,0.302,20917,Below 1.5%,Below Threshold,8274.137978,Lebanon,9,,6652,35139635158,0.074,604,180,0.009,0.301,0.096,81,77,0.563,1,0.247,0.67,0.083,4246924,0.871,Middle East,7157000000,4928000000,1/12/2009
0.022,0.216,40264,1.5-3%,Below Threshold,18114.47827,Oman,12,,18279,48242913263,0.03,511,62,0.01,0.268,0.074,78,74,1.491,1,0.292,0.683,0.024,2663224,0.746,Middle East,1092000000,1295000000,1/12/2009
0.012,0.113,66120,Below 1.5%,Below Threshold,62527.63527,Qatar,7,,24942,97798348830,0.026,1647,36,0.008,0.531,0.07,79,77,1.246,1,0.146,0.843,0.011,1564082,0.985,Middle East,,,1/12/2009
0.021,0.145,431027,1.5-3%,Below Threshold,16013.28538,Saudi Arabia,21,,175675,4.29098E+11,0.041,582,79,0.015,0.38,,77,73,1.674,1,0.313,0.657,0.03,26796375,0.819,Middle East,6744000000,21312000000,1/12/2009
0.025,0.397,62112,1.5-3%,Below Threshold,,Syrian Arab Republic,15,,21233,,0.035,95,336,0.014,0.173,0.1,77,73,0.477,1,0.361,0.602,0.036,21031546,0.553,Middle East,3781000000,980000000,1/12/2009
0.016,0.141,162602,1.5-3%,Below Threshold,33012.75835,United Arab Emirates,15,,60672,2.54803E+11,0.034,1336,12,0.008,0.64,,77,75,1.383,1,0.141,0.855,0.004,7718319,0.837,Middle East,7352000000,10347000000,1/12/2009
0.033,0.478,23058,Above 3%,Below Threshold,1252.32514,"Yemen, Rep.",12,,7764,27838718233,0.053,65,248,0.048,0.1,0.18,64,61,0.374,1,0.427,0.547,0.027,22229625,0.312,Middle East,899000000,277000000,1/12/2009
,,,Above 3%,Below Threshold,,American Samoa,,,,,,,,,,,,,,1,,,,56245,0.877,Oceania,,,1/12/2009
0.014,0.476,395094,Below 1.5%,Below Threshold,42721.87058,Australia,3,,122108,9.2671E+11,0.09,4118,107,0.004,0.743,0.06,84,79,1.007,1,0.19,0.677,0.133,21691700,0.886,Oceania,28022000000,21891000000,1/12/2009
0.022,0.412,847,1.5-3%,Below Threshold,3431.75588,Fiji,46,,,2925499821,0.042,143,150,0.02,0.17,0.079,72,66,0.751,1,0.292,0.662,0.047,852479,0.514,Oceania,724000000,110000000,1/12/2009
0.017,,873,1.5-3%,Below Threshold,,French Polynesia,,,,,,,,,0.446,,78,73,0.785,1,0.244,0.692,0.065,265412,0.566,Oceania,440000000,164000000,1/12/2009
