Area Code,Date,Margin,Marketing,Product Type,Product Id,Product,Profit,Sales,State,Total Expenses
505,1/7/2018,246,159,NonVeg Burger,5,Chicken Fillet,-3,420,New Mexico,231
505,1/7/2018,177,42,NonVeg Burger,6,Chicken Char Grilled,75,306,New Mexico,114
580,1/7/2018,222,66,Veg Pizza,8,Margherita,78,396,Oklahoma,153
405,1/7/2018,519,336,Veg Pizza,9,Veggie Loaded,132,882,Oklahoma,393
580,1/7/2018,159,39,Veg Burger,2,Veggie Delight,117,279,Oklahoma,69
918,1/7/2018,102,18,Veg Burger,3,Veg Char Grilled,66,168,Oklahoma,51
405,1/7/2018,585,129,NonVeg Burger,4,Crispy Chicken,531,999,Oklahoma,186
918,1/7/2018,78,15,NonVeg Burger,5,Chicken Fillet,36,132,Oklahoma,48
405,1/7/2018,516,111,NonVeg Burger,6,Chicken Char Grilled,426,849,Oklahoma,192
214,1/7/2018,189,45,Veg Pizza,8,Margherita,84,327,Texas,120
254,1/7/2018,153,30,Veg Pizza,9,Veggie Loaded,78,252,Texas,90
972,1/7/2018,921,240,Veg Burger,2,Veggie Delight,852,1686,Texas,282
806,1/7/2018,336,84,Veg Burger,3,Veg Char Grilled,294,591,Texas,114
682,1/7/2018,237,51,NonVeg Burger,4,Crispy Chicken,123,390,Texas,138
979,1/7/2018,456,87,NonVeg Burger,5,Chicken Fillet,465,762,Texas,111
254,1/7/2018,408,78,NonVeg Burger,6,Chicken Char Grilled,405,684,Texas,105
801,1/7/2018,177,42,NonVeg Pizza,12,Chicken Loaded,69,306,Utah,117
435,1/7/2018,147,45,NonVeg Pizza,13,Pepperoni,3,264,Utah,135
435,1/7/2018,270,57,Veg Pizza,8,Margherita,198,450,Utah,117
435,1/7/2018,288,63,Veg Pizza,9,Veggie Loaded,183,477,Utah,144
801,1/7/2018,147,111,Veg Pizza,10,My Own Veg,-51,501,Utah,171
801,1/7/2018,246,159,NonVeg Pizza,11,Spicy Chicken,0,420,Utah,228
801,1/7/2018,216,54,Veg Burger,1,Crispy Veg,132,393,Utah,111
435,1/7/2018,171,42,Veg Burger,2,Veggie Delight,66,297,Utah,114
435,1/7/2018,279,84,Veg Burger,3,Veg Char Grilled,129,501,Utah,174
435,1/7/2018,171,30,NonVeg Burger,4,Crispy Chicken,150,285,Utah,60
435,1/7/2018,180,45,NonVeg Burger,5,Chicken Fillet,132,315,Utah,78
435,1/7/2018,156,27,NonVeg Burger,6,Chicken Char Grilled,129,258,Utah,60
707,1/7/2018,408,78,NonVeg Pizza,12,Chicken Loaded,405,684,California,105
949,1/7/2018,237,51,NonVeg Pizza,13,Pepperoni,123,390,California,138
619,1/7/2018,555,105,Veg Pizza,8,Margherita,576,927,California,129
714,1/7/2018,921,240,Veg Pizza,9,Veggie Loaded,849,1686,California,285
909,1/7/2018,336,84,Veg Pizza,10,My Own Veg,297,591,California,111
619,1/7/2018,456,87,NonVeg Pizza,11,Spicy Chicken,465,762,California,111
661,1/7/2018,-201,147,Veg Burger,1,Crispy Veg,-570,258,California,198
650,1/7/2018,1644,381,Veg Burger,2,Veggie Delight,1533,2712,California,498
909,1/7/2018,-108,234,Veg Burger,3,Veg Char Grilled,-651,600,California,339
213,1/7/2018,798,222,NonVeg Burger,4,Crispy Chicken,690,1581,California,276
408,1/7/2018,675,441,NonVeg Burger,5,Chicken Fillet,186,1152,California,501
562,1/7/2018,1161,288,NonVeg Burger,6,Chicken Char Grilled,1071,2016,California,357
702,1/7/2018,1161,288,NonVeg Pizza,11,Spicy Chicken,1068,2016,Nevada,360
702,1/7/2018,798,222,NonVeg Pizza,12,Chicken Loaded,696,1581,Nevada,273
775,1/7/2018,-810,306,NonVeg Pizza,13,Pepperoni,-1566,81,Nevada,378
702,1/7/2018,675,441,Veg Pizza,8,Margherita,186,1152,Nevada,501
702,1/7/2018,987,234,Veg Pizza,9,Veggie Loaded,861,1686,Nevada,339
702,1/7/2018,666,147,Veg Pizza,10,My Own Veg,621,1119,Nevada,201
775,1/7/2018,138,39,Veg Burger,2,Veggie Delight,-3,243,Nevada,132
702,1/7/2018,123,30,Veg Burger,3,Veg Char Grilled,36,222,Nevada,90
775,1/7/2018,129,0,NonVeg Burger,4,Crispy Chicken,132,129,Nevada,30
702,1/7/2018,108,21,NonVeg Burger,5,Chicken Fillet,69,180,Nevada,54
775,1/7/2018,87,15,NonVeg Burger,6,Chicken Char Grilled,51,147,Nevada,48
503,1/7/2018,78,15,NonVeg Pizza,11,Spicy Chicken,36,132,Oregon,48
541,1/7/2018,516,111,NonVeg Pizza,12,Chicken Loaded,432,849,Oregon,189
541,1/7/2018,585,129,NonVeg Pizza,13,Pepperoni,534,999,Oregon,183
503,1/7/2018,132,24,Veg Pizza,8,Margherita,99,219,Oregon,57
503,1/7/2018,159,39,Veg Pizza,9,Veggie Loaded,111,279,Oregon,72
503,1/7/2018,168,108,Veg Burger,1,Crispy Veg,-42,282,Oregon,183
541,1/7/2018,165,36,Veg Burger,2,Veggie Delight,0,279,Oregon,153
541,1/7/2018,153,30,Veg Burger,3,Veg Char Grilled,75,252,Oregon,93
971,1/7/2018,192,57,NonVeg Burger,4,Crispy Chicken,51,342,Oregon,144
503,1/7/2018,189,45,NonVeg Burger,5,Chicken Fillet,84,327,Oregon,120
503,1/7/2018,438,120,NonVeg Burger,6,Chicken Char Grilled,336,864,Oregon,180
360,1/7/2018,195,36,NonVeg Pizza,11,Spicy Chicken,120,309,Washington,99
509,1/7/2018,162,33,NonVeg Pizza,12,Chicken Loaded,84,267,Washington,96
360,1/7/2018,198,126,NonVeg Pizza,13,Pepperoni,-21,336,Washington,198
425,1/7/2018,405,87,Veg Pizza,8,Margherita,312,669,Washington,168
425,1/7/2018,177,33,Veg Pizza,9,Veggie Loaded,153,294,Washington,60
253,1/7/2018,375,81,Veg Burger,2,Veggie Delight,312,627,Washington,138
206,1/7/2018,519,336,Veg Burger,3,Veg Char Grilled,129,882,Washington,396
206,1/7/2018,195,48,NonVeg Burger,4,Crispy Chicken,150,342,Washington,81
360,1/7/2018,222,66,NonVeg Burger,5,Chicken Fillet,75,396,Washington,156
360,1/7/2018,309,78,NonVeg Burger,6,Chicken Char Grilled,231,561,Washington,132
719,1/8/2018,438,120,Veg Pizza,8,Margherita,339,864,Colorado,180
719,1/8/2018,156,99,Veg Pizza,9,Veggie Loaded,-42,264,Colorado,174
303,1/8/2018,186,45,Veg Pizza,10,My Own Veg,84,321,Colorado,117
720,1/8/2018,180,54,NonVeg Pizza,11,Spicy Chicken,36,324,Colorado,141
720,1/8/2018,150,36,NonVeg Pizza,12,Chicken Loaded,66,270,Colorado,96
720,1/8/2018,261,66,NonVeg Pizza,13,Pepperoni,219,462,Colorado,96
720,1/8/2018,534,102,Veg Burger,1,Crispy Veg,552,894,Colorado,126
970,1/8/2018,204,51,Veg Burger,2,Veggie Delight,162,357,Colorado,81
720,1/8/2018,573,108,Veg Burger,3,Veg Char Grilled,597,960,Colorado,132
719,1/8/2018,435,84,NonVeg Burger,5,Chicken Fillet,435,729,Colorado,111
720,1/8/2018,237,51,NonVeg Burger,6,Chicken Char Grilled,123,390,Colorado,138
815,1/8/2018,534,102,Veg Pizza,8,Margherita,546,894,Illinois,129
312,1/8/2018,204,51,Veg Pizza,9,Veggie Loaded,162,357,Illinois,81
312,1/8/2018,573,108,Veg Pizza,10,My Own Veg,591,960,Illinois,135
312,1/8/2018,435,84,NonVeg Pizza,11,Spicy Chicken,435,729,Illinois,111
815,1/8/2018,237,51,NonVeg Pizza,12,Chicken Loaded,123,390,Illinois,138
224,1/8/2018,813,192,Veg Burger,2,Veggie Delight,675,1389,Illinois,300
309,1/8/2018,666,147,Veg Burger,3,Veg Char Grilled,621,1119,Illinois,201
773,1/8/2018,1176,291,NonVeg Burger,5,Chicken Fillet,1086,2043,Illinois,363
847,1/8/2018,798,222,NonVeg Burger,6,Chicken Char Grilled,690,1581,Illinois,276
515,1/8/2018,1176,291,Veg Pizza,8,Margherita,1086,2043,Iowa,363
515,1/8/2018,666,147,Veg Pizza,9,Veggie Loaded,624,1119,Iowa,198
319,1/8/2018,798,222,NonVeg Pizza,11,Spicy Chicken,690,1581,Iowa,276
515,1/8/2018,1044,321,NonVeg Pizza,12,Chicken Loaded,858,1878,Iowa,393
319,1/8/2018,114,21,Veg Burger,1,Crispy Veg,78,186,Iowa,54
319,1/8/2018,147,36,Veg Burger,2,Veggie Delight,63,267,Iowa,96
641,1/8/2018,54,12,Veg Burger,3,Veg Char Grilled,3,96,Iowa,48
563,1/8/2018,105,18,NonVeg Burger,5,Chicken Fillet,75,171,Iowa,48
563,1/8/2018,129,0,NonVeg Burger,6,Chicken Char Grilled,129,129,Iowa,33
636,1/8/2018,264,171,Veg Pizza,8,Margherita,9,450,Missouri,240
816,1/8/2018,57,111,Veg Pizza,9,Veggie Loaded,-171,414,Missouri,168
573,1/8/2018,180,42,NonVeg Pizza,11,Spicy Chicken,78,312,Missouri,114
314,1/8/2018,108,33,NonVeg Pizza,12,Chicken Loaded,-36,192,Missouri,126
573,1/8/2018,144,42,NonVeg Pizza,13,Pepperoni,3,255,Missouri,132
660,1/8/2018,264,81,Veg Burger,2,Veggie Delight,111,477,Missouri,171
417,1/8/2018,180,45,Veg Burger,3,Veg Char Grilled,99,327,Missouri,99
636,1/8/2018,147,27,NonVeg Burger,5,Chicken Fillet,120,246,Missouri,57
573,1/8/2018,144,24,NonVeg Burger,6,Chicken Char Grilled,117,237,Missouri,57
513,1/8/2018,75,12,Veg Pizza,8,Margherita,36,123,Ohio,45
513,1/8/2018,99,18,Veg Pizza,9,Veggie Loaded,66,165,Ohio,48
614,1/8/2018,516,111,NonVeg Pizza,11,Spicy Chicken,426,849,Ohio,192
419,1/8/2018,483,105,NonVeg Pizza,12,Chicken Loaded,426,825,Ohio,162
216,1/8/2018,180,54,NonVeg Burger,6,Chicken Char Grilled,33,324,Ohio,144
419,1/8/2018,186,45,Veg Burger,1,Crispy Veg,78,321,Ohio,120
330,1/8/2018,153,30,Veg Burger,2,Veggie Delight,78,252,Ohio,90
513,1/8/2018,156,99,Veg Burger,3,Veg Char Grilled,-45,264,Ohio,177
513,1/8/2018,438,120,NonVeg Burger,5,Chicken Fillet,336,864,Ohio,180
414,1/8/2018,237,42,Veg Pizza,8,Margherita,171,375,Wisconsin,105
262,1/8/2018,273,51,Veg Pizza,9,Veggie Loaded,261,459,Wisconsin,78
715,1/8/2018,162,33,NonVeg Pizza,11,Spicy Chicken,84,267,Wisconsin,96
715,1/8/2018,183,117,NonVeg Pizza,12,Chicken Loaded,-30,312,Wisconsin,189
262,1/8/2018,117,27,NonVeg Burger,6,Chicken Char Grilled,75,204,Wisconsin,60
414,1/8/2018,231,69,Veg Burger,1,Crispy Veg,87,417,Wisconsin,156
920,1/8/2018,552,360,Veg Burger,2,Veggie Delight,144,942,Wisconsin,417
715,1/8/2018,396,96,Veg Burger,3,Veg Char Grilled,303,687,Wisconsin,165
715,1/8/2018,369,93,NonVeg Burger,5,Chicken Fillet,291,672,Wisconsin,147
959,1/8/2018,264,81,Veg Pizza,9,Veggie Loaded,117,477,Connecticut,168
475,1/8/2018,180,45,Veg Pizza,10,My Own Veg,99,327,Connecticut,99
959,1/8/2018,147,27,NonVeg Pizza,11,Spicy Chicken,117,246,Connecticut,60
203,1/8/2018,84,15,NonVeg Pizza,13,Pepperoni,51,141,Connecticut,45
475,1/8/2018,183,117,NonVeg Burger,5,Chicken Fillet,-33,312,Connecticut,192
203,1/8/2018,168,39,NonVeg Burger,6,Chicken Char Grilled,66,291,Connecticut,111
203,1/8/2018,405,87,Veg Burger,2,Veggie Delight,312,669,Connecticut,168
786,1/8/2018,117,27,Veg Pizza,8,Margherita,75,204,Florida,60
727,1/8/2018,231,69,Veg Pizza,9,Veggie Loaded,84,417,Florida,159
850,1/8/2018,369,93,Veg Pizza,10,My Own Veg,291,672,Florida,147
954,1/8/2018,204,36,NonVeg Pizza,11,Spicy Chicken,183,339,Florida,66
904,1/8/2018,273,51,NonVeg Pizza,13,Pepperoni,261,459,Florida,78
941,1/8/2018,552,360,NonVeg Burger,5,Chicken Fillet,144,942,Florida,417
904,1/8/2018,396,96,NonVeg Burger,6,Chicken Char Grilled,303,687,Florida,165
954,1/8/2018,516,111,Veg Burger,2,Veggie Delight,432,849,Florida,189
561,1/8/2018,483,105,Veg Burger,3,Veg Char Grilled,423,825,Florida,165
978,1/8/2018,180,54,Veg Pizza,9,Veggie Loaded,36,324,Massachusetts,141
508,1/8/2018,99,18,NonVeg Pizza,11,Spicy Chicken,66,165,Massachusetts,48
781,1/8/2018,75,12,NonVeg Pizza,13,Pepperoni,36,123,Massachusetts,45
339,1/8/2018,204,99,NonVeg Burger,5,Chicken Fillet,24,312,Massachusetts,174
857,1/8/2018,438,120,NonVeg Burger,7,Mutton Char Grilled,339,864,Massachusetts,180
617,1/8/2018,1836,51,Veg Burger,2,Veggie Delight,2331,1974,Massachusetts,138
603,1/8/2018,144,42,Veg Pizza,9,Veggie Loaded,3,255,New Hampshire,132
603,1/8/2018,114,21,NonVeg Pizza,11,Spicy Chicken,84,186,New Hampshire,51
603,1/8/2018,129,0,NonVeg Pizza,13,Pepperoni,129,129,New Hampshire,33
603,1/8/2018,264,171,NonVeg Burger,5,Chicken Fillet,3,450,New Hampshire,243
603,1/8/2018,108,33,NonVeg Burger,7,Mutton Char Grilled,-36,192,New Hampshire,126
603,1/8/2018,270,57,Veg Burger,1,Crispy Veg,198,450,New Hampshire,117
603,1/8/2018,288,63,Veg Burger,2,Veggie Delight,183,477,New Hampshire,144
212,1/8/2018,1107,321,Veg Pizza,9,Veggie Loaded,948,1941,New York,390
718,1/8/2018,-561,288,Veg Pizza,10,My Own Veg,-1260,369,New York,327
646,1/8/2018,573,108,NonVeg Pizza,11,Spicy Chicken,597,960,New York,132
716,1/8/2018,534,102,NonVeg Pizza,12,Chicken Loaded,552,894,New York,126
845,1/8/2018,435,84,NonVeg Pizza,13,Pepperoni,435,729,New York,111
212,1/8/2018,-285,468,NonVeg Burger,5,Chicken Fillet,-1176,231,New York,528
585,1/8/2018,831,222,NonVeg Burger,7,Mutton Char Grilled,741,1614,New York,273
914,1/8/2018,1638,381,Veg Burger,2,Veggie Delight,1524,2706,New York,498
504,1/8/2018,297,75,Veg Pizza,8,Margherita,252,522,Louisiana,105
225,1/8/2018,264,81,Veg Pizza,9,Veggie Loaded,117,477,Louisiana,168
504,1/8/2018,210,39,Veg Burger,2,Veggie Delight,189,351,Louisiana,66
985,1/8/2018,273,51,Veg Burger,3,Veg Char Grilled,261,459,Louisiana,78
337,1/8/2018,183,117,NonVeg Burger,4,Crispy Chicken,-30,312,Louisiana,189
318,1/8/2018,237,42,NonVeg Burger,5,Chicken Fillet,171,375,Louisiana,105
504,1/8/2018,162,33,NonVeg Burger,6,Chicken Char Grilled,87,267,Louisiana,93
505,1/8/2018,114,21,Veg Pizza,8,Margherita,78,186,New Mexico,54
505,1/8/2018,147,36,Veg Pizza,9,Veggie Loaded,63,267,New Mexico,96
505,1/8/2018,288,63,Veg Burger,2,Veggie Delight,183,477,New Mexico,144
505,1/8/2018,57,111,Veg Burger,3,Veg Char Grilled,-174,414,New Mexico,171
505,1/8/2018,108,33,NonVeg Burger,4,Crispy Chicken,-33,192,New Mexico,123
505,1/8/2018,264,171,NonVeg Burger,5,Chicken Fillet,9,450,New Mexico,240
505,1/8/2018,180,42,NonVeg Burger,6,Chicken Char Grilled,75,312,New Mexico,117
918,1/8/2018,231,69,Veg Pizza,8,Margherita,84,417,Oklahoma,159
405,1/8/2018,552,360,Veg Pizza,9,Veggie Loaded,141,942,Oklahoma,420
580,1/8/2018,261,66,Veg Burger,2,Veggie Delight,219,462,Oklahoma,96
918,1/8/2018,99,18,Veg Burger,3,Veg Char Grilled,66,165,Oklahoma,48
918,1/8/2018,483,105,NonVeg Burger,4,Crispy Chicken,423,825,Oklahoma,165
580,1/8/2018,75,12,NonVeg Burger,5,Chicken Fillet,42,123,Oklahoma,42
580,1/8/2018,516,111,NonVeg Burger,6,Chicken Char Grilled,426,849,Oklahoma,192
817,1/8/2018,186,45,Veg Pizza,8,Margherita,78,321,Texas,120
210,1/8/2018,153,30,Veg Pizza,9,Veggie Loaded,78,252,Texas,90
940,1/8/2018,1101,288,Veg Burger,2,Veggie Delight,1035,2016,Texas,327
469,1/8/2018,204,51,Veg Burger,3,Veg Char Grilled,162,357,Texas,81
817,1/8/2018,237,51,NonVeg Burger,4,Crispy Chicken,123,390,Texas,138
210,1/8/2018,534,102,NonVeg Burger,5,Chicken Fillet,552,894,Texas,126
469,1/8/2018,435,84,NonVeg Burger,6,Chicken Char Grilled,435,729,Texas,111
435,1/8/2018,264,171,NonVeg Pizza,11,Spicy Chicken,9,450,Utah,240
435,1/8/2018,180,42,NonVeg Pizza,12,Chicken Loaded,78,312,Utah,114
435,1/8/2018,108,33,NonVeg Pizza,13,Pepperoni,-36,192,Utah,126
435,1/8/2018,270,57,Veg Pizza,8,Margherita,204,450,Utah,114
435,1/8/2018,288,63,Veg Pizza,9,Veggie Loaded,183,477,Utah,144
801,1/8/2018,57,111,Veg Pizza,10,My Own Veg,-171,414,Utah,168
435,1/8/2018,180,45,Veg Burger,1,Crispy Veg,99,327,Utah,99
435,1/8/2018,168,39,Veg Burger,2,Veggie Delight,63,291,Utah,114
801,1/8/2018,264,81,Veg Burger,3,Veg Char Grilled,111,477,Utah,171
435,1/8/2018,144,24,NonVeg Burger,4,Crispy Chicken,117,237,Utah,57
435,1/8/2018,297,75,NonVeg Burger,5,Chicken Fillet,258,522,Utah,102
435,1/8/2018,147,27,NonVeg Burger,6,Chicken Char Grilled,117,246,Utah,60
805,1/8/2018,534,102,NonVeg Pizza,11,Spicy Chicken,552,894,California,126
760,1/8/2018,435,84,NonVeg Pizza,12,Chicken Loaded,435,729,California,111
650,1/8/2018,237,51,NonVeg Pizza,13,Pepperoni,123,390,California,138
916,1/8/2018,573,108,Veg Pizza,8,Margherita,591,960,California,135
818,1/8/2018,1101,288,Veg Pizza,9,Veggie Loaded,1032,2016,California,330
213,1/8/2018,204,51,Veg Pizza,10,My Own Veg,156,357,California,84
858,1/8/2018,-201,147,Veg Burger,1,Crispy Veg,-576,258,California,201
213,1/8/2018,1638,381,Veg Burger,2,Veggie Delight,1524,2706,California,498
530,1/8/2018,-90,192,Veg Burger,3,Veg Char Grilled,-567,495,California,300
213,1/8/2018,798,222,NonVeg Burger,4,Crispy Chicken,690,1581,California,276
951,1/8/2018,717,468,NonVeg Burger,5,Chicken Fillet,207,1224,California,528
909,1/8/2018,1176,291,NonVeg Burger,6,Chicken Char Grilled,1086,2043,California,363
702,1/8/2018,1176,291,NonVeg Pizza,11,Spicy Chicken,1086,2043,Nevada,363
702,1/8/2018,798,222,NonVeg Pizza,12,Chicken Loaded,690,1581,Nevada,276
775,1/8/2018,-852,321,NonVeg Pizza,13,Pepperoni,-1674,63,Nevada,393
702,1/8/2018,717,468,Veg Pizza,8,Margherita,204,1224,Nevada,531
775,1/8/2018,813,192,Veg Pizza,9,Veggie Loaded,675,1389,Nevada,300
775,1/8/2018,666,147,Veg Pizza,10,My Own Veg,621,1119,Nevada,201
775,1/8/2018,144,42,Veg Burger,2,Veggie Delight,3,255,Nevada,132
702,1/8/2018,147,36,Veg Burger,3,Veg Char Grilled,66,267,Nevada,93
775,1/8/2018,129,0,NonVeg Burger,4,Crispy Chicken,132,129,Nevada,30
702,1/8/2018,114,21,NonVeg Burger,5,Chicken Fillet,78,186,Nevada,54
775,1/8/2018,105,18,NonVeg Burger,6,Chicken Char Grilled,69,171,Nevada,51
541,1/8/2018,75,12,NonVeg Pizza,11,Spicy Chicken,36,123,Oregon,45
541,1/8/2018,516,111,NonVeg Pizza,12,Chicken Loaded,432,849,Oregon,189
503,1/8/2018,483,105,NonVeg Pizza,13,Pepperoni,423,825,Oregon,165
971,1/8/2018,111,21,Veg Pizza,8,Margherita,78,183,Oregon,51
541,1/8/2018,261,66,Veg Pizza,9,Veggie Loaded,219,462,Oregon,96
971,1/8/2018,156,99,Veg Burger,1,Crispy Veg,-45,264,Oregon,177
971,1/8/2018,201,45,Veg Burger,2,Veggie Delight,33,339,Oregon,165
503,1/8/2018,153,30,Veg Burger,3,Veg Char Grilled,78,252,Oregon,90
541,1/8/2018,180,54,NonVeg Burger,4,Crispy Chicken,36,324,Oregon,141
971,1/8/2018,186,45,NonVeg Burger,5,Chicken Fillet,78,321,Oregon,120
541,1/8/2018,438,120,NonVeg Burger,6,Chicken Char Grilled,336,864,Oregon,180
425,1/8/2018,237,42,NonVeg Pizza,11,Spicy Chicken,174,375,Washington,102
206,1/8/2018,162,33,NonVeg Pizza,12,Chicken Loaded,84,267,Washington,96
253,1/8/2018,183,117,NonVeg Pizza,13,Pepperoni,-33,312,Washington,192
253,1/8/2018,405,87,Veg Pizza,8,Margherita,312,669,Washington,168
360,1/8/2018,210,39,Veg Pizza,9,Veggie Loaded,186,351,Washington,69
425,1/8/2018,375,81,Veg Burger,2,Veggie Delight,315,627,Washington,138
360,1/8/2018,552,360,Veg Burger,3,Veg Char Grilled,141,942,Washington,420
425,1/8/2018,117,27,NonVeg Burger,4,Crispy Chicken,69,204,Washington,60
360,1/8/2018,231,69,NonVeg Burger,5,Chicken Fillet,84,417,Washington,159
425,1/8/2018,369,93,NonVeg Burger,6,Chicken Char Grilled,294,672,Washington,144
303,1/9/2018,465,129,Veg Pizza,8,Margherita,387,990,Colorado,204
970,1/9/2018,222,141,Veg Pizza,9,Veggie Loaded,-9,402,Colorado,228
720,1/9/2018,216,51,Veg Pizza,10,My Own Veg,120,399,Colorado,135
719,1/9/2018,171,51,NonVeg Pizza,11,Spicy Chicken,30,327,Colorado,150
719,1/9/2018,186,45,NonVeg Pizza,12,Chicken Loaded,111,360,Colorado,111
719,1/9/2018,237,60,NonVeg Pizza,13,Pepperoni,210,447,Colorado,96
970,1/9/2018,537,102,Veg Burger,1,Crispy Veg,597,966,Colorado,135
303,1/9/2018,222,57,Veg Burger,2,Veggie Delight,186,423,Colorado,96
720,1/9/2018,435,84,Veg Burger,3,Veg Char Grilled,471,783,Colorado,117
719,1/9/2018,354,66,NonVeg Burger,5,Chicken Fillet,375,636,Colorado,102
970,1/9/2018,270,57,NonVeg Burger,6,Chicken Char Grilled,174,480,Colorado,153
312,1/9/2018,537,102,Veg Pizza,8,Margherita,591,966,Illinois,138
312,1/9/2018,222,57,Veg Pizza,9,Veggie Loaded,192,423,Illinois,93
773,1/9/2018,435,84,Veg Pizza,10,My Own Veg,471,783,Illinois,117
630,1/9/2018,354,66,NonVeg Pizza,11,Spicy Chicken,375,636,Illinois,102
630,1/9/2018,270,57,NonVeg Pizza,12,Chicken Loaded,177,480,Illinois,150
630,1/9/2018,675,159,Veg Burger,2,Veggie Delight,573,1236,Illinois,288
847,1/9/2018,528,117,Veg Burger,3,Veg Char Grilled,513,954,Illinois,183
309,1/9/2018,1008,249,NonVeg Burger,5,Chicken Fillet,978,1884,Illinois,348
773,1/9/2018,747,207,NonVeg Burger,6,Chicken Char Grilled,690,1593,Illinois,282
319,1/9/2018,1008,249,Veg Pizza,8,Margherita,978,1884,Iowa,348
515,1/9/2018,528,117,Veg Pizza,9,Veggie Loaded,513,954,Iowa,183
563,1/9/2018,747,207,NonVeg Pizza,11,Spicy Chicken,690,1593,Iowa,282
641,1/9/2018,1110,342,NonVeg Pizza,12,Chicken Loaded,993,2148,Iowa,441
712,1/9/2018,129,0,NonVeg Burger,6,Chicken Char Grilled,141,138,Iowa,33
319,1/9/2018,87,15,Veg Burger,1,Crispy Veg,57,153,Iowa,48
515,1/9/2018,117,30,Veg Burger,2,Veggie Delight,30,231,Iowa,96
319,1/9/2018,60,12,Veg Burger,3,Veg Char Grilled,12,111,Iowa,51
319,1/9/2018,105,18,NonVeg Burger,5,Chicken Fillet,81,186,Iowa,51
314,1/9/2018,186,120,Veg Pizza,8,Margherita,-30,339,Missouri,207
573,1/9/2018,33,96,Veg Pizza,9,Veggie Loaded,-195,369,Missouri,165
573,1/9/2018,156,36,NonVeg Pizza,11,Spicy Chicken,57,291,Missouri,117
660,1/9/2018,90,27,NonVeg Pizza,12,Chicken Loaded,-54,174,Missouri,126
314,1/9/2018,153,45,NonVeg Pizza,13,Pepperoni,9,291,Missouri,147
314,1/9/2018,141,24,NonVeg Burger,6,Chicken Char Grilled,120,252,Missouri,60
573,1/9/2018,249,75,Veg Burger,2,Veggie Delight,111,480,Missouri,174
816,1/9/2018,222,57,Veg Burger,3,Veg Char Grilled,150,435,Missouri,120
573,1/9/2018,192,36,NonVeg Burger,5,Chicken Fillet,183,345,Missouri,69
513,1/9/2018,90,15,Veg Pizza,8,Margherita,63,159,Ohio,48
614,1/9/2018,129,24,Veg Pizza,9,Veggie Loaded,102,231,Ohio,60
614,1/9/2018,450,96,NonVeg Pizza,11,Spicy Chicken,387,795,Ohio,189
234,1/9/2018,402,87,NonVeg Pizza,12,Chicken Loaded,360,735,Ohio,159
419,1/9/2018,171,51,NonVeg Burger,6,Chicken Char Grilled,27,327,Ohio,153
216,1/9/2018,216,51,Veg Burger,1,Crispy Veg,126,399,Ohio,132
614,1/9/2018,192,39,Veg Burger,2,Veggie Delight,129,342,Ohio,105
614,1/9/2018,222,141,Veg Burger,3,Veg Char Grilled,-12,402,Ohio,231
440,1/9/2018,465,129,NonVeg Burger,5,Chicken Fillet,387,990,Ohio,204
262,1/9/2018,282,51,Veg Pizza,8,Margherita,237,483,Wisconsin,123
414,1/9/2018,225,42,Veg Pizza,9,Veggie Loaded,222,402,Wisconsin,75
608,1/9/2018,201,42,NonVeg Pizza,11,Spicy Chicken,138,360,Wisconsin,108
715,1/9/2018,261,168,NonVeg Pizza,12,Chicken Loaded,9,477,Wisconsin,255
715,1/9/2018,129,30,NonVeg Burger,6,Chicken Char Grilled,93,243,Wisconsin,66
608,1/9/2018,246,75,Veg Burger,1,Crispy Veg,102,477,Wisconsin,177
715,1/9/2018,390,252,Veg Burger,2,Veggie Delight,72,714,Wisconsin,342
414,1/9/2018,342,84,Veg Burger,3,Veg Char Grilled,258,636,Wisconsin,168
920,1/9/2018,297,75,NonVeg Burger,5,Chicken Fillet,237,582,Wisconsin,138
203,1/9/2018,249,75,Veg Pizza,9,Veggie Loaded,108,480,Connecticut,177
203,1/9/2018,222,57,Veg Pizza,10,My Own Veg,147,435,Connecticut,123
860,1/9/2018,192,36,NonVeg Pizza,11,Spicy Chicken,183,345,Connecticut,69
959,1/9/2018,102,18,NonVeg Pizza,13,Pepperoni,75,183,Connecticut,51
203,1/9/2018,261,168,NonVeg Burger,5,Chicken Fillet,9,477,Connecticut,255
959,1/9/2018,195,45,NonVeg Burger,6,Chicken Char Grilled,102,360,Connecticut,126
203,1/9/2018,465,99,Veg Burger,2,Veggie Delight,405,825,Connecticut,192
727,1/9/2018,129,30,Veg Pizza,8,Margherita,93,243,Florida,66
305,1/9/2018,246,75,Veg Pizza,9,Veggie Loaded,108,477,Florida,174
754,1/9/2018,297,75,Veg Pizza,10,My Own Veg,237,582,Florida,138
561,1/9/2018,156,27,NonVeg Pizza,11,Spicy Chicken,141,279,Florida,60
754,1/9/2018,225,42,NonVeg Pizza,13,Pepperoni,219,402,Florida,78
754,1/9/2018,390,252,NonVeg Burger,5,Chicken Fillet,75,714,Florida,339
941,1/9/2018,342,84,NonVeg Burger,6,Chicken Char Grilled,258,636,Florida,168
352,1/9/2018,450,96,Veg Burger,2,Veggie Delight,384,795,Florida,192
321,1/9/2018,402,87,Veg Burger,3,Veg Char Grilled,360,735,Florida,159
774,1/9/2018,171,51,Veg Pizza,9,Veggie Loaded,27,327,Massachusetts,153
